startdate,enddate,status,progress,duration (in seconds),finished,recordeddate,responseid,distributionchannel,userlanguage,consent,attention,competence_expert,competence_intelligent,competence_qualified,integrity_honest,integrity_ethical,integrity_sincere,benevolence_concerned,benevolence_improve,benevolence_otherinterest,openness_open,openness_transparent,openness_otherviews,impressiveness,condition,prolific_pid,trust,competence,benevolence,integrity,openness,date
2025-11-04 08:38:15,2025-11-04 08:44:00,IP Address,100,344,True,2025-11-04 08:44:00,R_3hmOk5UQQwxxDVZ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,85,80,100,100,100,100,75,100,50,5,impressive,5dcf6d762e4a050ac2cba07d,90.83333333333333,100,100,88.33333333333333,75,"November 04, 2025"
2025-11-04 08:41:24,2025-11-04 08:44:04,IP Address,100,160,True,2025-11-04 08:44:06,R_1L0w90k9xueHMMG,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,89,89,90,84,81,86,83,87,91,91,90,90,4,control,606f9bca353fc36aba9ccb8b,87.58333333333333,89.33333333333333,87,83.66666666666667,90.33333333333333,"November 04, 2025"
2025-11-04 08:42:20,2025-11-04 08:44:05,IP Address,100,105,True,2025-11-04 08:44:06,R_1esStVoT3mhPUQx,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,83,83,86,68,68,71,87,88,83,63,63,68,3,random,61019bc7cffccb7dc8d612b2,75.91666666666667,84,86,69,64.66666666666667,"November 04, 2025"
2025-11-04 08:37:38,2025-11-04 08:44:08,IP Address,100,389,True,2025-11-04 08:44:09,R_6pxIQOG84nhBelX,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,85,85,85,80,85,85,80,80,85,75,85,80,4,combination,6698502e9bc844218a76c883,82.5,85,81.66666666666667,83.33333333333333,80,"November 04, 2025"
2025-11-04 08:35:41,2025-11-04 08:44:12,IP Address,100,510,True,2025-11-04 08:44:12,R_52XHfFhVBWA7gbv,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,90,90,85,85,95,80,80,80,85,85,85,3,control,53987712fdf99b68e3a45021,85.83333333333333,90,80,88.33333333333333,85,"November 04, 2025"
2025-11-04 08:41:30,2025-11-04 08:44:15,IP Address,100,165,True,2025-11-04 08:44:16,R_1KZMDe4SP2w8XzP,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,71,72,80,60,70,75,80,91,65,55,70,35,3,control,677843bffe966e4dc7f484b3,68.66666666666667,74.33333333333333,78.66666666666667,68.33333333333333,53.333333333333336,"November 04, 2025"
2025-11-04 08:42:40,2025-11-04 08:44:18,IP Address,100,97,True,2025-11-04 08:44:18,R_1g71qARf7hMredi,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,72,75,78,79,80,89,90,90,79,75,79,78,4,combination,677f0032603499bb93fef444,80.33333333333333,75,86.33333333333333,82.66666666666667,77.33333333333333,"November 04, 2025"
2025-11-04 08:40:22,2025-11-04 08:44:18,IP Address,100,236,True,2025-11-04 08:44:18,R_7s7grsbqaKU7MV0,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,96,97,98,97,98,97,98,98,98,96,99,99,4,control,5ced23c585712e00190bd98a,97.58333333333333,97,98,97.33333333333333,98,"November 04, 2025"
2025-11-04 08:40:13,2025-11-04 08:44:18,IP Address,100,245,True,2025-11-04 08:44:19,R_6iIJ3IEjnovojZf,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,60,39,74,41,61,18,37,21,66,42,53,13,1,random,5ff591cba89e1b000bfb9852,43.75,57.666666666666664,41.333333333333336,40,36,"November 04, 2025"
2025-11-04 08:41:09,2025-11-04 08:44:19,IP Address,100,190,True,2025-11-04 08:44:19,R_1z28tLULqpsxLtT,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,98,95,96,99,84,98,96,86,84,90,97,93,5,impressive,5c57631a47a04100010da795,93,96.33333333333333,88.66666666666667,93.66666666666667,93.33333333333333,"November 04, 2025"
2025-11-04 08:38:33,2025-11-04 08:44:27,IP Address,100,353,True,2025-11-04 08:44:27,R_3j8ND3UlrtUjaYc,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5,combination,65ca418b08131c4a0ee1655a,100,100,100,100,100,"November 04, 2025"
2025-11-04 08:37:07,2025-11-04 08:44:38,IP Address,100,451,True,2025-11-04 08:44:39,R_7nCKlHY2J2ajAYb,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,96,97,96,100,100,85,92,100,82,4,impressive,5796beee454e5400015f4205,95.66666666666667,100,95,96.33333333333333,91.33333333333333,"November 04, 2025"
2025-11-04 08:34:55,2025-11-04 08:44:43,IP Address,100,587,True,2025-11-04 08:44:43,R_3lhJXbqbBVOCqWL,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,90,90,90,91,89,91,89,90,93,4,combination,63c2fa5b78993a3a14e5e1c3,92.75,100,90.33333333333333,90,90.66666666666667,"November 04, 2025"
2025-11-04 08:40:48,2025-11-04 08:44:44,IP Address,100,236,True,2025-11-04 08:44:44,R_1dSKwrB0C9Mr2h1,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,97,95,97,97,98,99,96,97,97,89,97,92,3,random,5c75bf4c281ce000015ecc59,95.91666666666667,96.33333333333333,96.66666666666667,98,92.66666666666667,"November 04, 2025"
2025-11-04 08:42:32,2025-11-04 08:44:51,IP Address,100,139,True,2025-11-04 08:44:52,R_1FVijaIcyz3HqPT,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,60,60,60,50,50,50,50,50,50,50,50,50,2,combination,57c725d89a5f4f0001f661bd,52.5,60,50,50,50,"November 04, 2025"
2025-11-04 08:42:04,2025-11-04 08:44:52,IP Address,100,168,True,2025-11-04 08:44:53,R_1z73AtQr0FZEEfa,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,90,95,95,95,95,70,70,75,100,95,95,3,control,62b08773cf2ee3e1920099c8,88.75,91.66666666666667,71.66666666666667,95,96.66666666666667,"November 04, 2025"
2025-11-04 08:41:21,2025-11-04 08:44:53,IP Address,100,211,True,2025-11-04 08:44:53,R_52meKh4pMYvZJVS,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,92,92,92,93,92,93,86,88,87,94,94,90,5,impressive,66c7dfc0b974270d47eafde3,91.08333333333333,92,87,92.66666666666667,92.66666666666667,"November 04, 2025"
2025-11-04 08:41:35,2025-11-04 08:44:57,IP Address,100,202,True,2025-11-04 08:44:57,R_5oF4J0skjGgUOot,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,82,82,86,71,72,73,81,70,71,50,68,50,3,random,64876e8c1a6f7c303a92351b,71.33333333333333,83.33333333333333,74,72,56,"November 04, 2025"
2025-11-04 08:41:14,2025-11-04 08:44:58,IP Address,100,223,True,2025-11-04 08:44:58,R_3Ia6emnppKvBVcA,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,96,91,95,87,91,92,88,82,85,81,89,82,5,impressive,55aeaeb3fdf99b5c769f1f7c,88.25,94,85,90,84,"November 04, 2025"
2025-11-04 08:39:08,2025-11-04 08:44:58,IP Address,100,349,True,2025-11-04 08:44:59,R_6E4DAeN4OmMzQoS,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,90,100,95,4,random,5d23460ad4c57900192b129c,98.75,100,100,100,95,"November 04, 2025"
2025-11-04 08:42:57,2025-11-04 08:45:01,IP Address,100,124,True,2025-11-04 08:45:01,R_1rPTQ4OjnJRdfgA,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,97,100,72,96,100,90,5,control,660452d6f4aa3a41d687885b,96.25,100,89.66666666666667,100,95.33333333333333,"November 04, 2025"
2025-11-04 08:40:59,2025-11-04 08:45:01,IP Address,100,242,True,2025-11-04 08:45:01,R_7VPTuHXmVUkruk2,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,98,100,100,91,90,96,92,95,99,93,85,83,5,combination,66293dda8cd8080abf396836,93.5,99.33333333333333,95.33333333333333,92.33333333333333,87,"November 04, 2025"
2025-11-04 08:42:10,2025-11-04 08:45:03,IP Address,100,172,True,2025-11-04 08:45:03,R_6Q8s7qTdcFHvU2t,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,70,70,75,50,50,40,65,49,50,32,15,33,1,combination,5ed2bb7a67d51b24b2ac4037,49.916666666666664,71.66666666666667,54.666666666666664,46.666666666666664,26.666666666666668,"November 04, 2025"
2025-11-04 08:42:34,2025-11-04 08:45:12,IP Address,100,158,True,2025-11-04 08:45:13,R_5UHhRjg6uaybAFb,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,92,91,90,92,90,93,93,93,91,77,89,43,4,combination,60fd6ea5d5e5f804bb6fc4cf,86.16666666666667,91,92.33333333333333,91.66666666666667,69.66666666666667,"November 04, 2025"
2025-11-04 08:41:38,2025-11-04 08:45:18,IP Address,100,219,True,2025-11-04 08:45:18,R_1I6MXsu2oGzSmyd,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,97,95,95,95,95,95,90,85,90,95,95,90,1,random,67de239c06b421f44e118eaf,93.08333333333333,95.66666666666667,88.33333333333333,95,93.33333333333333,"November 04, 2025"
2025-11-04 08:42:25,2025-11-04 08:45:18,IP Address,100,173,True,2025-11-04 08:45:18,R_16AKvSkVb4WaBgd,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,70,80,70,60,60,50,75,80,60,50,50,50,4,impressive,5bbf866512eafa0001230094,62.916666666666664,73.33333333333333,71.66666666666667,56.666666666666664,50,"November 04, 2025"
2025-11-04 08:36:19,2025-11-04 08:45:18,IP Address,100,539,True,2025-11-04 08:45:19,R_3Qz8jKpvUjga2Qx,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,81,80,80,80,80,75,75,80,80,80,80,3,combination,653581671571d347299832d7,79.25,80.33333333333333,76.66666666666667,80,80,"November 04, 2025"
2025-11-04 08:40:59,2025-11-04 08:45:20,IP Address,100,260,True,2025-11-04 08:45:22,R_1QK8263suJovoUC,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,89,70,77,93,86,89,91,84,90,86,95,83,4,combination,66f305037af69346a9a55b42,86.08333333333333,78.66666666666667,88.33333333333333,89.33333333333333,88,"November 04, 2025"
2025-11-04 08:39:03,2025-11-04 08:45:30,IP Address,100,386,True,2025-11-04 08:45:30,R_1q7mrV7aPzLZTQ5,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,93,95,100,92,93,78,76,84,61,5,impressive,6109c9defd3d7ce5b5ccdd2d,89.33333333333333,100,87.66666666666667,96,73.66666666666667,"November 04, 2025"
2025-11-04 08:42:36,2025-11-04 08:45:36,IP Address,100,180,True,2025-11-04 08:45:37,R_7hbcCiKwCoKsJ6w,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,50,50,68,50,50,50,50,50,50,50,50,50,1,combination,66c2c77d5b9a0a6d850046bb,51.5,56,50,50,50,"November 04, 2025"
2025-11-04 08:42:38,2025-11-04 08:45:38,IP Address,100,180,True,2025-11-04 08:45:39,R_3fJ6YItojbd2Qa1,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,90,90,90,95,90,85,90,90,85,90,90,5,combination,607668ac450fc6e3025a131d,89.58333333333333,90,88.33333333333333,91.66666666666667,88.33333333333333,"November 04, 2025"
2025-11-04 08:40:39,2025-11-04 08:45:39,IP Address,100,300,True,2025-11-04 08:45:40,R_7gA3XCiZQN9hqPy,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,91,81,74,84,82,81,84,78,86,72,77,71,3,combination,62694f79608ed29b7af936b1,80.08333333333333,82,82.66666666666667,82.33333333333333,73.33333333333333,"November 04, 2025"
2025-11-04 08:40:40,2025-11-04 08:45:40,IP Address,100,299,True,2025-11-04 08:45:40,R_6lSSEFXQB0rNYb0,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,50,78,75,82,82,82,80,80,80,80,80,50,3,control,66e55fbb5f438f51e9340c93,74.91666666666667,67.66666666666667,80,82,70,"November 04, 2025"
2025-11-04 08:40:30,2025-11-04 08:45:42,IP Address,100,311,True,2025-11-04 08:45:42,R_7KRwxuV5HNOugsV,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,60,64,65,53,57,66,66,69,68,63,68,63,3,combination,5fd67cce91f9895969c0edee,63.5,63,67.66666666666667,58.666666666666664,64.66666666666667,"November 04, 2025"
2025-11-04 08:43:34,2025-11-04 08:45:42,IP Address,100,128,True,2025-11-04 08:45:42,R_5eJlniFhqEOomyL,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,35,58,38,58,63,40,60,40,57,63,34,61,3,impressive,6787a08f833432d68ed30764,50.583333333333336,43.666666666666664,52.333333333333336,53.666666666666664,52.666666666666664,"November 04, 2025"
2025-11-04 08:41:44,2025-11-04 08:45:42,IP Address,100,238,True,2025-11-04 08:45:43,R_5N3wWNuMpphwphL,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,97,100,96,5,combination,66d8c1b7fed8625b05838492,99.41666666666667,100,100,100,97.66666666666667,"November 04, 2025"
2025-11-04 08:43:00,2025-11-04 08:45:44,IP Address,100,164,True,2025-11-04 08:45:44,R_7E9zBmMbTWmKUdJ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,14,25,23,50,49,50,35,31,36,66,64,50,1,random,5bb4d7270c8de800012a9dbf,41.083333333333336,20.666666666666668,34,49.666666666666664,60,"November 04, 2025"
2025-11-04 08:43:12,2025-11-04 08:45:51,IP Address,100,159,True,2025-11-04 08:45:51,R_6S6lNrkjrmSO4YX,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,16,37,3,7,10,8,82,50,6,16,0,10,1,control,5fca60762df9df6328840cae,20.416666666666668,18.666666666666668,46,8.333333333333334,8.666666666666666,"November 04, 2025"
2025-11-04 08:41:25,2025-11-04 08:45:52,IP Address,100,266,True,2025-11-04 08:45:52,R_50U61YC7Cg5V3k9,anonymous,EN,I give my informed consent to participate in this study.,i pay attention,95,98,99,97,98,99,100,97,98,98,97,97,5,impressive,60ba9b1108f554e36941c2b4,97.75,97.33333333333333,98.33333333333333,98,97.33333333333333,"November 04, 2025"
2025-11-04 08:40:17,2025-11-04 08:46:00,IP Address,100,343,True,2025-11-04 08:46:00,R_7K3cK3axw43a06Z,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,85,90,85,80,80,85,80,75,80,70,80,75,3,impressive,5eaf1a2c649fd108284c2b5f,80.41666666666667,86.66666666666667,78.33333333333333,81.66666666666667,75,"November 04, 2025"
2025-11-04 08:40:46,2025-11-04 08:46:01,IP Address,100,314,True,2025-11-04 08:46:01,R_75EfW2ptWuENxgj,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,100,100,90,100,90,90,95,90,75,90,30,4,impressive,5ea1ee658a9acd0eff894ae2,87.08333333333333,98.33333333333333,91.66666666666667,93.33333333333333,65,"November 04, 2025"
2025-11-04 08:42:59,2025-11-04 08:46:04,IP Address,100,185,True,2025-11-04 08:46:05,R_703UnzSiHSNILO9,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,67,77,71,75,70,75,89,85,78,83,89,53,4,control,628fb1691d85e1d9b9fbca18,76,71.66666666666667,84,73.33333333333333,75,"November 04, 2025"
2025-11-04 08:41:46,2025-11-04 08:46:09,IP Address,100,263,True,2025-11-04 08:46:10,R_7qfzzg7WhE7v6hZ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,85,85,75,100,90,70,65,75,35,95,55,4,impressive,558d8d71fdf99b534f79b352,75.83333333333333,83.33333333333333,70,88.33333333333333,61.666666666666664,"November 04, 2025"
2025-11-04 08:42:23,2025-11-04 08:46:15,IP Address,100,231,True,2025-11-04 08:46:15,R_1h28ZKVb4eEckmd,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,60,69,76,50,50,50,50,63,50,60,71,50,2,random,677180f70e024d29940222d9,58.25,68.33333333333333,54.333333333333336,50,60.333333333333336,"November 04, 2025"
2025-11-04 08:42:40,2025-11-04 08:46:15,IP Address,100,215,True,2025-11-04 08:46:16,R_5M5PK9UhhJb8lND,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,91,91,92,89,90,90,100,91,85,85,91,73,5,impressive,66293da691cec8862619b1dc,89,91.33333333333333,92,89.66666666666667,83,"November 04, 2025"
2025-11-04 08:38:14,2025-11-04 08:46:19,IP Address,100,484,True,2025-11-04 08:46:19,R_3HSpgty9kioD7hL,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,85,79,71,73,70,70,70,75,66,77,72,83,4,impressive,5d4c7acd2799110019400b6a,74.25,78.33333333333333,70.33333333333333,71,77.33333333333333,"November 04, 2025"
2025-11-04 08:42:51,2025-11-04 08:46:19,IP Address,100,208,True,2025-11-04 08:46:20,R_7oGgHvoEEY1qqw1,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,80,89,84,75,81,70,75,65,67,81,62,3,impressive,674f320a16eba7f4a31ed965,75.75,83,70,80,70,"November 04, 2025"
2025-11-04 08:40:30,2025-11-04 08:46:23,IP Address,100,352,True,2025-11-04 08:46:24,R_32gptDpnx8ydnaB,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,79,89,91,94,95,86,90,82,72,60,70,35,3,combination,65f5e565b5d8fd739f062039,78.58333333333333,86.33333333333333,81.33333333333333,91.66666666666667,55,"November 04, 2025"
2025-11-04 08:43:31,2025-11-04 08:46:25,IP Address,100,174,True,2025-11-04 08:46:25,R_3b3LifPskIW3Egv,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,95,95,90,95,95,90,90,90,95,95,90,1,random,6163d3ea0d13c617bb46c99b,92.91666666666667,95,90,93.33333333333333,93.33333333333333,"November 04, 2025"
2025-11-04 08:44:39,2025-11-04 08:46:25,IP Address,100,106,True,2025-11-04 08:46:26,R_3xXbhbETmE8I3wm,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,83,84,85,92,92,93,91,90,91,85,89,85,4,combination,5ff082234cfb7df5d6371e99,88.33333333333333,84,90.66666666666667,92.33333333333333,86.33333333333333,"November 04, 2025"
2025-11-04 08:44:53,2025-11-04 08:46:28,IP Address,100,95,True,2025-11-04 08:46:29,R_7iEzzR2KpHLrdGV,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,71,70,75,73,70,76,73,79,79,85,79,26,3,control,63ed0065eb23ac3ee1726453,71.33333333333333,72,77,73,63.333333333333336,"November 04, 2025"
2025-11-04 08:43:05,2025-11-04 08:46:34,IP Address,100,209,True,2025-11-04 08:46:34,R_7as5EllJNhWVkGD,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,85,95,90,90,95,85,80,85,75,80,80,5,impressive,5bce2c5253de59000184642a,85.83333333333333,90,83.33333333333333,91.66666666666667,78.33333333333333,"November 04, 2025"
2025-11-04 08:42:46,2025-11-04 08:46:35,IP Address,100,228,True,2025-11-04 08:46:36,R_3lmM9iLyFG8rGKy,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,90,96,90,86,95,99,99,98,95,93,94,5,combination,5cc3f0f9fdb33500018c5eeb,94.16666666666667,93.66666666666667,98.66666666666667,90.33333333333333,94,"November 04, 2025"
2025-11-04 08:42:50,2025-11-04 08:46:37,IP Address,100,227,True,2025-11-04 08:46:37,R_32KDhExGgQSJQsI,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,86,90,100,94,100,91,88,86,41,82,100,73,1,random,66d082389fc2bf2b758acf44,85.91666666666667,92,71.66666666666667,95,85,"November 04, 2025"
2025-11-04 08:41:19,2025-11-04 08:46:37,IP Address,100,318,True,2025-11-04 08:46:38,R_6Dwje8XZOpuFCde,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,95,92,80,81,81,75,70,76,70,87,75,4,impressive,65d96fc2ab41c5ce72f1c545,81,92.33333333333333,73.66666666666667,80.66666666666667,77.33333333333333,"November 04, 2025"
2025-11-04 08:43:07,2025-11-04 08:46:38,IP Address,100,210,True,2025-11-04 08:46:38,R_3OrizkSh1xCtspW,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,80,90,80,80,90,90,90,75,75,85,85,5,impressive,54837312fdf99b2490ad57b6,84.16666666666667,86.66666666666667,85,83.33333333333333,81.66666666666667,"November 04, 2025"
2025-11-04 08:41:58,2025-11-04 08:46:40,IP Address,100,281,True,2025-11-04 08:46:40,R_3nHQpCqYCbQ9OTa,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5,impressive,67eec9e200be02ad51843d9b,100,100,100,100,100,"November 04, 2025"
2025-11-04 08:41:07,2025-11-04 08:46:40,IP Address,100,333,True,2025-11-04 08:46:41,R_65tP0cGh8Hww01E,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,69,76,74,64,76,78,87,75,73,65,73,67,2,control,639611cf1d89fe7abe73b6f9,73.08333333333333,73,78.33333333333333,72.66666666666667,68.33333333333333,"November 04, 2025"
2025-11-04 08:42:02,2025-11-04 08:46:42,IP Address,100,280,True,2025-11-04 08:46:43,R_3iR4xf6faajjlt6,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,86,87,100,89,90,90,90,98,85,100,95,100,4,combination,58a43e029a17120001d910d5,92.5,91,91,89.66666666666667,98.33333333333333,"November 04, 2025"
2025-11-04 08:42:59,2025-11-04 08:46:50,IP Address,100,230,True,2025-11-04 08:46:50,R_1f8dY4HZwhTTB03,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,70,68,49,35,36,50,80,71,50,39,50,50,2,combination,6630fec427e86e5159274018,54,62.333333333333336,67,40.333333333333336,46.333333333333336,"November 04, 2025"
2025-11-04 08:42:27,2025-11-04 08:46:53,IP Address,100,265,True,2025-11-04 08:46:53,R_1jYZYFamThsL82d,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,85,85,70,95,90,95,60,70,100,5,control,5c8fa44e045ff10012b60821,87.5,100,93.33333333333333,80,76.66666666666667,"November 04, 2025"
2025-11-04 08:39:09,2025-11-04 08:47:07,IP Address,100,478,True,2025-11-04 08:47:07,R_5aPKWTP7zzVlvjs,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,92,93,92,90,90,90,95,90,90,84,94,83,5,impressive,633f4f203450d46b01e3d16b,90.25,92.33333333333333,91.66666666666667,90,87,"November 04, 2025"
2025-11-04 08:44:26,2025-11-04 08:47:10,IP Address,100,163,True,2025-11-04 08:47:10,R_3DGxd1hrF4z3XIm,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,76,75,73,62,71,75,72,69,73,40,51,50,2,impressive,681956cc835cc0d092ab1775,65.58333333333333,74.66666666666667,71.33333333333333,69.33333333333333,47,"November 04, 2025"
2025-11-04 08:43:58,2025-11-04 08:47:11,IP Address,100,193,True,2025-11-04 08:47:11,R_72ROf5qOKLyVlBa,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,83,89,86,75,75,73,74,79,69,50,66,49,3,control,600e13b23c75bc67ab184745,72.33333333333333,86,74,74.33333333333333,55,"November 04, 2025"
2025-11-04 08:41:49,2025-11-04 08:47:13,IP Address,100,323,True,2025-11-04 08:47:13,R_7Jn3oHf0i4VVFDA,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,89,88,90,94,92,91,75,90,94,4,combination,6726c70622b97e6722fa53d8,91.91666666666667,100,92.33333333333333,89,86.33333333333333,"November 04, 2025"
2025-11-04 08:41:19,2025-11-04 08:47:14,IP Address,100,354,True,2025-11-04 08:47:15,R_7nHQCx88JOmLCNP,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5,impressive,60fee712cac724d08d2d8858,100,100,100,100,100,"November 04, 2025"
2025-11-04 08:42:01,2025-11-04 08:47:14,IP Address,100,313,True,2025-11-04 08:47:15,R_3c1UVsoQzug1MZj,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,94,91,95,91,87,94,95,95,88,86,88,88,5,combination,55cfefc334e9060012e573c0,91,93.33333333333333,92.66666666666667,90.66666666666667,87.33333333333333,"November 04, 2025"
2025-11-04 08:35:25,2025-11-04 08:47:17,IP Address,100,711,True,2025-11-04 08:47:17,R_6EsOCEB3MWTd8xH,anonymous,EN,I give my informed consent to participate in this study.,i pay attention,80,81,91,94,96,91,90,88,90,79,99,98,5,random,6764cce7a10cc8e279651a57,89.75,84,89.33333333333333,93.66666666666667,92,"November 04, 2025"
2025-11-04 08:45:36,2025-11-04 08:47:19,IP Address,100,102,True,2025-11-04 08:47:19,R_1j6vTozwoh0olsN,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5,combination,612a5744ab67e0bc1b93dd8b,100,100,100,100,100,"November 04, 2025"
2025-11-04 08:43:00,2025-11-04 08:47:25,IP Address,100,264,True,2025-11-04 08:47:25,R_3fVmNDPE42zGEOp,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,86,86,85,88,92,86,86,82,80,86,75,5,combination,6297d4ad03a1830f21d22cb1,85.16666666666667,87.33333333333333,84.66666666666667,88.33333333333333,80.33333333333333,"November 04, 2025"
2025-11-04 08:45:12,2025-11-04 08:47:28,IP Address,100,135,True,2025-11-04 08:47:28,R_1TowabMIPCaWHo0,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,36,42,23,32,32,79,63,62,64,10,60,46,1,random,5f5452df72345118f58d187b,45.75,33.666666666666664,63,47.666666666666664,38.666666666666664,"November 04, 2025"
2025-11-04 08:44:26,2025-11-04 08:47:29,IP Address,100,182,True,2025-11-04 08:47:30,R_39h773ym96bReAL,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,85,90,90,90,90,90,85,80,85,80,85,80,1,random,6776cdf98d57e424a247e48a,85.83333333333333,88.33333333333333,83.33333333333333,90,81.66666666666667,"November 04, 2025"
2025-11-04 08:42:29,2025-11-04 08:47:30,IP Address,100,300,True,2025-11-04 08:47:31,R_6GJewqN1whHMsr7,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,85,90,90,85,75,75,95,95,80,40,85,40,5,impressive,62e0532289a4e5d9fedadde1,77.91666666666667,88.33333333333333,90,78.33333333333333,55,"November 04, 2025"
2025-11-04 08:44:24,2025-11-04 08:47:37,IP Address,100,192,True,2025-11-04 08:47:37,R_5q3odILtdq79csw,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,0,5,16,18,11,18,28,19,24,27,9,17,1,combination,5c6d7db58f6257000148f61d,16,7,23.666666666666668,15.666666666666666,17.666666666666668,"November 04, 2025"
2025-11-04 08:42:34,2025-11-04 08:47:38,IP Address,100,303,True,2025-11-04 08:47:38,R_1kUDqjew1UNoW6u,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,50,50,50,50,50,50,50,50,50,50,50,50,1,control,5b0d1b8e444cef0001ca66ac,50,50,50,50,50,"November 04, 2025"
2025-11-04 08:44:35,2025-11-04 08:47:38,IP Address,100,183,True,2025-11-04 08:47:39,R_64otB152icpHeuk,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,75,70,72,77,66,64,66,67,43,63,59,71,2,combination,674bea1eb044fbe75795fef1,66.08333333333333,72.33333333333333,58.666666666666664,69,64.33333333333333,"November 04, 2025"
2025-11-04 08:46:12,2025-11-04 08:47:40,IP Address,100,87,True,2025-11-04 08:47:40,R_68zcZAV8b5Ydvvr,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,84,97,97,92,95,91,92,90,99,95,91,95,5,impressive,663a79dcbf6dbbd974909c42,93.16666666666667,92.66666666666667,93.66666666666667,92.66666666666667,93.66666666666667,"November 04, 2025"
