StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,Attention,Competence_1,Intelligence_1,Qualification_1,Honesty_1,Ethic_1,Sincerity_1,Concern_1,Eagerness_1,Consideration_1,Feedback_1,Transparency_1,Attentiveness_1,Impressiveness,condition,PROLIFIC_PID
2025-11-04 08:40:59,2025-11-04 08:45:01,IP Address,100,242,True,2025-11-04 08:45:01,R_7VPTuHXmVUkruk2,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,98,100,100,91,90,96,92,95,99,93,85,83,5 - Extremely impressive,combination,66293dda8cd8080abf396836
2025-11-04 08:42:10,2025-11-04 08:45:03,IP Address,100,172,True,2025-11-04 08:45:03,R_6Q8s7qTdcFHvU2t,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,70,70,75,50,50,40,65,49,50,32,15,33,1 - Not very impressive,combination,5ed2bb7a67d51b24b2ac4037
2025-11-04 08:42:34,2025-11-04 08:45:12,IP Address,100,158,True,2025-11-04 08:45:13,R_5UHhRjg6uaybAFb,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,92,91,90,92,90,93,93,93,91,77,89,43,4 - Very impressive,combination,60fd6ea5d5e5f804bb6fc4cf
2025-11-04 08:41:38,2025-11-04 08:45:18,IP Address,100,219,True,2025-11-04 08:45:18,R_1I6MXsu2oGzSmyd,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,97,95,95,95,95,95,90,85,90,95,95,90,1 - Not very impressive,random,67de239c06b421f44e118eaf
2025-11-04 08:42:25,2025-11-04 08:45:18,IP Address,100,173,True,2025-11-04 08:45:18,R_16AKvSkVb4WaBgd,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,70,80,70,60,60,50,75,80,60,50,50,50,4 - Very impressive,impressive,5bbf866512eafa0001230094
2025-11-04 08:36:19,2025-11-04 08:45:18,IP Address,100,539,True,2025-11-04 08:45:19,R_3Qz8jKpvUjga2Qx,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",80,81,80,80,80,80,75,75,80,80,80,80,3 - Quite impressive,combination,653581671571d347299832d7
2025-11-04 08:40:59,2025-11-04 08:45:20,IP Address,100,260,True,2025-11-04 08:45:22,R_1QK8263suJovoUC,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,89,70,77,93,86,89,91,84,90,86,95,83,4 - Very impressive,combination,66f305037af69346a9a55b42
2025-11-04 08:39:03,2025-11-04 08:45:30,IP Address,100,386,True,2025-11-04 08:45:30,R_1q7mrV7aPzLZTQ5,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",100,100,100,93,95,100,92,93,78,76,84,61,5 - Extremely impressive,impressive,6109c9defd3d7ce5b5ccdd2d
2025-11-04 08:42:36,2025-11-04 08:45:36,IP Address,100,180,True,2025-11-04 08:45:37,R_7hbcCiKwCoKsJ6w,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,50,50,68,50,50,50,50,50,50,50,50,50,1 - Not very impressive,combination,66c2c77d5b9a0a6d850046bb
2025-11-04 08:42:38,2025-11-04 08:45:38,IP Address,100,180,True,2025-11-04 08:45:39,R_3fJ6YItojbd2Qa1,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,90,90,90,95,90,85,90,90,85,90,90,5 - Extremely impressive,combination,607668ac450fc6e3025a131d
2025-11-04 08:40:39,2025-11-04 08:45:39,IP Address,100,300,True,2025-11-04 08:45:40,R_7gA3XCiZQN9hqPy,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,91,81,74,84,82,81,84,78,86,72,77,71,3 - Quite impressive,combination,62694f79608ed29b7af936b1
2025-11-04 08:40:40,2025-11-04 08:45:40,IP Address,100,299,True,2025-11-04 08:45:40,R_6lSSEFXQB0rNYb0,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,50,78,75,82,82,82,80,80,80,80,80,50,3 - Quite impressive,control,66e55fbb5f438f51e9340c93
2025-11-04 08:40:30,2025-11-04 08:45:42,IP Address,100,311,True,2025-11-04 08:45:42,R_7KRwxuV5HNOugsV,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",60,64,65,53,57,66,66,69,68,63,68,63,3 - Quite impressive,combination,5fd67cce91f9895969c0edee
2025-11-04 08:43:34,2025-11-04 08:45:42,IP Address,100,128,True,2025-11-04 08:45:42,R_5eJlniFhqEOomyL,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,35,58,38,58,63,40,60,40,57,63,34,61,3 - Quite impressive,impressive,6787a08f833432d68ed30764
2025-11-04 08:41:44,2025-11-04 08:45:42,IP Address,100,238,True,2025-11-04 08:45:43,R_5N3wWNuMpphwphL,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,97,100,96,5 - Extremely impressive,combination,66d8c1b7fed8625b05838492
2025-11-04 08:43:00,2025-11-04 08:45:44,IP Address,100,164,True,2025-11-04 08:45:44,R_7E9zBmMbTWmKUdJ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,14,25,23,50,49,50,35,31,36,66,64,50,1 - Not very impressive,random,5bb4d7270c8de800012a9dbf
2025-11-04 08:43:12,2025-11-04 08:45:51,IP Address,100,159,True,2025-11-04 08:45:51,R_6S6lNrkjrmSO4YX,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,16,37,3,7,10,8,82,50,6,16,0,10,1 - Not very impressive,control,5fca60762df9df6328840cae
2025-11-04 08:41:25,2025-11-04 08:45:52,IP Address,100,266,True,2025-11-04 08:45:52,R_50U61YC7Cg5V3k9,anonymous,EN,I give my informed consent to participate in this study.,i pay attention,95,98,99,97,98,99,100,97,98,98,97,97,5 - Extremely impressive,impressive,60ba9b1108f554e36941c2b4
2025-11-04 08:40:17,2025-11-04 08:46:00,IP Address,100,343,True,2025-11-04 08:46:00,R_7K3cK3axw43a06Z,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,85,90,85,80,80,85,80,75,80,70,80,75,3 - Quite impressive,impressive,5eaf1a2c649fd108284c2b5f
2025-11-04 08:40:46,2025-11-04 08:46:01,IP Address,100,314,True,2025-11-04 08:46:01,R_75EfW2ptWuENxgj,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,100,100,90,100,90,90,95,90,75,90,30,4 - Very impressive,impressive,5ea1ee658a9acd0eff894ae2
2025-11-04 08:42:59,2025-11-04 08:46:04,IP Address,100,185,True,2025-11-04 08:46:05,R_703UnzSiHSNILO9,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,67,77,71,75,70,75,89,85,78,83,89,53,4 - Very impressive,control,628fb1691d85e1d9b9fbca18
2025-11-04 08:41:46,2025-11-04 08:46:09,IP Address,100,263,True,2025-11-04 08:46:10,R_7qfzzg7WhE7v6hZ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,85,85,75,100,90,70,65,75,35,95,55,4 - Very impressive,impressive,558d8d71fdf99b534f79b352
2025-11-04 08:42:23,2025-11-04 08:46:15,IP Address,100,231,True,2025-11-04 08:46:15,R_1h28ZKVb4eEckmd,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,60,69,76,50,50,50,50,63,50,60,71,50,2 - A bit impressive,random,677180f70e024d29940222d9
2025-11-04 08:42:40,2025-11-04 08:46:15,IP Address,100,215,True,2025-11-04 08:46:16,R_5M5PK9UhhJb8lND,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,91,91,92,89,90,90,100,91,85,85,91,73,5 - Extremely impressive,impressive,66293da691cec8862619b1dc
2025-11-04 08:38:14,2025-11-04 08:46:19,IP Address,100,484,True,2025-11-04 08:46:19,R_3HSpgty9kioD7hL,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,85,79,71,73,70,70,70,75,66,77,72,83,4 - Very impressive,impressive,5d4c7acd2799110019400b6a
2025-11-04 08:42:51,2025-11-04 08:46:19,IP Address,100,208,True,2025-11-04 08:46:20,R_7oGgHvoEEY1qqw1,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,80,89,84,75,81,70,75,65,67,81,62,3 - Quite impressive,impressive,674f320a16eba7f4a31ed965
2025-11-04 08:40:30,2025-11-04 08:46:23,IP Address,100,352,True,2025-11-04 08:46:24,R_32gptDpnx8ydnaB,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,79,89,91,94,95,86,90,82,72,60,70,35,3 - Quite impressive,combination,65f5e565b5d8fd739f062039
2025-11-04 08:43:31,2025-11-04 08:46:25,IP Address,100,174,True,2025-11-04 08:46:25,R_3b3LifPskIW3Egv,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,95,95,90,95,95,90,90,90,95,95,90,1 - Not very impressive,random,6163d3ea0d13c617bb46c99b
2025-11-04 08:44:39,2025-11-04 08:46:25,IP Address,100,106,True,2025-11-04 08:46:26,R_3xXbhbETmE8I3wm,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,83,84,85,92,92,93,91,90,91,85,89,85,4 - Very impressive,combination,5ff082234cfb7df5d6371e99
2025-11-04 08:44:53,2025-11-04 08:46:28,IP Address,100,95,True,2025-11-04 08:46:29,R_7iEzzR2KpHLrdGV,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,71,70,75,73,70,76,73,79,79,85,79,26,3 - Quite impressive,control,63ed0065eb23ac3ee1726453
2025-11-04 08:43:05,2025-11-04 08:46:34,IP Address,100,209,True,2025-11-04 08:46:34,R_7as5EllJNhWVkGD,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,85,95,90,90,95,85,80,85,75,80,80,5 - Extremely impressive,impressive,5bce2c5253de59000184642a
2025-11-04 08:42:46,2025-11-04 08:46:35,IP Address,100,228,True,2025-11-04 08:46:36,R_3lmM9iLyFG8rGKy,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,90,96,90,86,95,99,99,98,95,93,94,5 - Extremely impressive,combination,5cc3f0f9fdb33500018c5eeb
2025-11-04 08:42:50,2025-11-04 08:46:37,IP Address,100,227,True,2025-11-04 08:46:37,R_32KDhExGgQSJQsI,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,86,90,100,94,100,91,88,86,41,82,100,73,1 - Not very impressive,random,66d082389fc2bf2b758acf44
2025-11-04 08:41:19,2025-11-04 08:46:37,IP Address,100,318,True,2025-11-04 08:46:38,R_6Dwje8XZOpuFCde,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,95,92,80,81,81,75,70,76,70,87,75,4 - Very impressive,impressive,65d96fc2ab41c5ce72f1c545
2025-11-04 08:43:07,2025-11-04 08:46:38,IP Address,100,210,True,2025-11-04 08:46:38,R_3OrizkSh1xCtspW,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,80,90,80,80,90,90,90,75,75,85,85,5 - Extremely impressive,impressive,54837312fdf99b2490ad57b6
2025-11-04 08:41:58,2025-11-04 08:46:40,IP Address,100,281,True,2025-11-04 08:46:40,R_3nHQpCqYCbQ9OTa,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5 - Extremely impressive,impressive,67eec9e200be02ad51843d9b
2025-11-04 08:41:07,2025-11-04 08:46:40,IP Address,100,333,True,2025-11-04 08:46:41,R_65tP0cGh8Hww01E,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",69,76,74,64,76,78,87,75,73,65,73,67,2 - A bit impressive,control,639611cf1d89fe7abe73b6f9
2025-11-04 08:42:02,2025-11-04 08:46:42,IP Address,100,280,True,2025-11-04 08:46:43,R_3iR4xf6faajjlt6,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,86,87,100,89,90,90,90,98,85,100,95,100,4 - Very impressive,combination,58a43e029a17120001d910d5
2025-11-04 08:42:59,2025-11-04 08:46:50,IP Address,100,230,True,2025-11-04 08:46:50,R_1f8dY4HZwhTTB03,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",70,68,49,35,36,50,80,71,50,39,50,50,2 - A bit impressive,combination,6630fec427e86e5159274018
2025-11-04 08:42:27,2025-11-04 08:46:53,IP Address,100,265,True,2025-11-04 08:46:53,R_1jYZYFamThsL82d,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,85,85,70,95,90,95,60,70,100,5 - Extremely impressive,control,5c8fa44e045ff10012b60821
2025-11-04 08:39:09,2025-11-04 08:47:07,IP Address,100,478,True,2025-11-04 08:47:07,R_5aPKWTP7zzVlvjs,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,92,93,92,90,90,90,95,90,90,84,94,83,5 - Extremely impressive,impressive,633f4f203450d46b01e3d16b
2025-11-04 08:44:26,2025-11-04 08:47:10,IP Address,100,163,True,2025-11-04 08:47:10,R_3DGxd1hrF4z3XIm,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,76,75,73,62,71,75,72,69,73,40,51,50,2 - A bit impressive,impressive,681956cc835cc0d092ab1775
2025-11-04 08:43:58,2025-11-04 08:47:11,IP Address,100,193,True,2025-11-04 08:47:11,R_72ROf5qOKLyVlBa,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,83,89,86,75,75,73,74,79,69,50,66,49,3 - Quite impressive,control,600e13b23c75bc67ab184745
2025-11-04 08:41:49,2025-11-04 08:47:13,IP Address,100,323,True,2025-11-04 08:47:13,R_7Jn3oHf0i4VVFDA,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,89,88,90,94,92,91,75,90,94,4 - Very impressive,combination,6726c70622b97e6722fa53d8
2025-11-04 08:41:19,2025-11-04 08:47:14,IP Address,100,354,True,2025-11-04 08:47:15,R_7nHQCx88JOmLCNP,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5 - Extremely impressive,impressive,60fee712cac724d08d2d8858
2025-11-04 08:42:01,2025-11-04 08:47:14,IP Address,100,313,True,2025-11-04 08:47:15,R_3c1UVsoQzug1MZj,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,94,91,95,91,87,94,95,95,88,86,88,88,5 - Extremely impressive,combination,55cfefc334e9060012e573c0
2025-11-04 08:35:25,2025-11-04 08:47:17,IP Address,100,711,True,2025-11-04 08:47:17,R_6EsOCEB3MWTd8xH,anonymous,EN,I give my informed consent to participate in this study.,i pay attention,80,81,91,94,96,91,90,88,90,79,99,98,5 - Extremely impressive,random,6764cce7a10cc8e279651a57
2025-11-04 08:45:36,2025-11-04 08:47:19,IP Address,100,102,True,2025-11-04 08:47:19,R_1j6vTozwoh0olsN,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5 - Extremely impressive,combination,612a5744ab67e0bc1b93dd8b
2025-11-04 08:43:00,2025-11-04 08:47:25,IP Address,100,264,True,2025-11-04 08:47:25,R_3fVmNDPE42zGEOp,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,86,86,85,88,92,86,86,82,80,86,75,5 - Extremely impressive,combination,6297d4ad03a1830f21d22cb1
2025-11-04 08:45:12,2025-11-04 08:47:28,IP Address,100,135,True,2025-11-04 08:47:28,R_1TowabMIPCaWHo0,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,36,42,23,32,32,79,63,62,64,10,60,46,1 - Not very impressive,random,5f5452df72345118f58d187b
2025-11-04 08:44:26,2025-11-04 08:47:29,IP Address,100,182,True,2025-11-04 08:47:30,R_39h773ym96bReAL,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,85,90,90,90,90,90,85,80,85,80,85,80,1 - Not very impressive,random,6776cdf98d57e424a247e48a
2025-11-04 08:42:29,2025-11-04 08:47:30,IP Address,100,300,True,2025-11-04 08:47:31,R_6GJewqN1whHMsr7,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,85,90,90,85,75,75,95,95,80,40,85,40,5 - Extremely impressive,impressive,62e0532289a4e5d9fedadde1
2025-11-04 08:43:45,2025-11-04 08:47:33,IP Address,100,227,True,2025-11-04 08:47:33,R_6rGOu6ABCZBPggZ,anonymous,EN,I give my informed consent to participate in this study.,Yes,80,90,85,88,85,82,90,88,85,80,85,75,4 - Very impressive,random,6709873df4fb8176818d08ed
2025-11-04 08:44:24,2025-11-04 08:47:37,IP Address,100,192,True,2025-11-04 08:47:37,R_5q3odILtdq79csw,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,0,5,16,18,11,18,28,19,24,27,9,17,1 - Not very impressive,combination,5c6d7db58f6257000148f61d
2025-11-04 08:42:34,2025-11-04 08:47:38,IP Address,100,303,True,2025-11-04 08:47:38,R_1kUDqjew1UNoW6u,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,50,50,50,50,50,50,50,50,50,50,50,50,1 - Not very impressive,control,5b0d1b8e444cef0001ca66ac
2025-11-04 08:44:35,2025-11-04 08:47:38,IP Address,100,183,True,2025-11-04 08:47:39,R_64otB152icpHeuk,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,75,70,72,77,66,64,66,67,43,63,59,71,2 - A bit impressive,combination,674bea1eb044fbe75795fef1
2025-11-04 08:46:12,2025-11-04 08:47:40,IP Address,100,87,True,2025-11-04 08:47:40,R_68zcZAV8b5Ydvvr,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,84,97,97,92,95,91,92,90,99,95,91,95,5 - Extremely impressive,impressive,663a79dcbf6dbbd974909c42
2025-11-04 08:42:25,2025-11-04 08:47:46,IP Address,100,321,True,2025-11-04 08:47:47,R_37iIs9mA9FSfNw5,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",75,81,80,62,64,84,84,85,81,72,78,50,3 - Quite impressive,impressive,67018ddda66fca6195d1070f
2025-11-04 08:44:41,2025-11-04 08:47:52,IP Address,100,190,True,2025-11-04 08:47:52,R_1qxKZUvLj41qrwg,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,94,93,95,89,87,90,92,95,94,84,92,88,4 - Very impressive,control,5c223d4a4a7e1f000137e5b9
2025-11-04 08:40:59,2025-11-04 08:47:59,IP Address,100,419,True,2025-11-04 08:47:59,R_7XpwdDJugQvTXWg,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,75,83,85,73,65,79,75,78,69,77,77,76,3 - Quite impressive,random,664521606b8ee569d8076068
2025-11-04 08:42:55,2025-11-04 08:47:59,IP Address,100,303,True,2025-11-04 08:47:59,R_7HnJMPJG9QleQ3P,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,98,90,74,78,79,79,70,68,33,61,25,4 - Very impressive,impressive,5c0727ff1d461400012b61ee
2025-11-04 08:45:10,2025-11-04 08:48:03,IP Address,100,173,True,2025-11-04 08:48:04,R_7qy5mEEjxs5Jzrm,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,80,80,80,80,80,80,80,80,80,80,80,1 - Not very impressive,random,5edf2043d53fce1c797d9f5d
2025-11-04 08:41:15,2025-11-04 08:48:07,IP Address,100,412,True,2025-11-04 08:48:08,R_5Js3JBKiov3yV1L,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention
",80,80,80,80,80,80,80,80,80,70,80,50,2 - A bit impressive,impressive,64a2be5c2053c3002cf8bbfc
2025-11-04 08:45:37,2025-11-04 08:48:12,IP Address,100,154,True,2025-11-04 08:48:12,R_1SrXcRsON6Jd5Dz,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",93,95,95,100,100,100,91,89,89,77,96,80,5 - Extremely impressive,impressive,6570b08c58d63e7508f01281
2025-11-04 08:45:54,2025-11-04 08:48:14,IP Address,100,139,True,2025-11-04 08:48:14,R_1PmCzAyBsue7RvH,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,83,78,84,81,81,79,80,81,81,81,79,82,3 - Quite impressive,control,65cb586a1166caf7eb546dda
2025-11-04 08:40:45,2025-11-04 08:48:15,IP Address,100,450,True,2025-11-04 08:48:15,R_1pLZ5ioMHbgQydz,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,73,89,79,82,75,78,90,63,71,78,58,69,4 - Very impressive,combination,664df977e4e6d25d66bf64cb
2025-11-04 08:43:10,2025-11-04 08:48:26,IP Address,100,316,True,2025-11-04 08:48:26,R_3kM5IU6T1YNY4qS,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,90,80,70,87,70,80,90,71,70,82,61,3 - Quite impressive,random,60e45acbc927879ccc9637c4
2025-11-04 08:47:08,2025-11-04 08:48:30,IP Address,100,81,True,2025-11-04 08:48:30,R_3BC41EPp4oBxNoR,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,75,72,88,79,78,86,99,87,74,44,72,72,3 - Quite impressive,random,670d26896cf59f0439013716
2025-11-04 08:40:27,2025-11-04 08:48:40,IP Address,100,493,True,2025-11-04 08:48:41,R_38ZGjZGbiQ4xfCb,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,100,95,95,95,95,95,95,95,95,95,95,5 - Extremely impressive,combination,610d6c481ca4797b863fe3d1
2025-11-04 08:41:08,2025-11-04 08:48:47,IP Address,100,459,True,2025-11-04 08:48:48,R_7hzpM3lugxRoYBU,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5 - Extremely impressive,control,59e7477e3e4b5a00016aa4d2
2025-11-04 08:46:01,2025-11-04 08:48:57,IP Address,100,175,True,2025-11-04 08:48:58,R_3GpnGBjzXHBRDtG,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,60,79,65,50,50,50,65,35,41,32,40,38,2 - A bit impressive,combination,66e2f5bef170bd666f05dc8e
2025-11-04 08:44:52,2025-11-04 08:49:01,IP Address,100,248,True,2025-11-04 08:49:01,R_11eO1nKtDYp3bK9,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,100,80,75,90,75,70,70,50,20,50,30,3 - Quite impressive,impressive,677d8ca02a50ccdc47145568
2025-11-04 08:46:04,2025-11-04 08:49:01,IP Address,100,176,True,2025-11-04 08:49:01,R_6MXYF98KgeFBt61,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,70,70,70,70,83,78,74,75,76,68,72,71,1 - Not very impressive,random,5fd66ce8aec66457ff73d743
2025-11-04 08:41:07,2025-11-04 08:49:09,IP Address,100,482,True,2025-11-04 08:49:09,R_3Hqn8NvXQAawYoN,anonymous,EN,I give my informed consent to participate in this study.,"""I pay attention""",90,90,70,40,40,40,50,49,50,70,70,30,1 - Not very impressive,combination,643ebfff661435ecda5a3580
2025-11-04 08:45:42,2025-11-04 08:49:10,IP Address,100,207,True,2025-11-04 08:49:10,R_6K72a4q5SL7Ht0R,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,71,87,92,88,95,97,95,90,87,79,77,70,4 - Very impressive,control,664cd2ad9890dd0635623687
2025-11-04 08:46:10,2025-11-04 08:49:13,IP Address,100,182,True,2025-11-04 08:49:13,R_1Fb30kt70wumamw,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,62,92,92,61,52,92,70,65,70,60,71,75,3 - Quite impressive,combination,66245f5bc8c29b85b0ecf5db
2025-11-04 08:45:54,2025-11-04 08:49:30,IP Address,100,215,True,2025-11-04 08:49:31,R_1GhfWSYWAO70Prb,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,94,95,96,97,97,98,99,99,97,82,83,47,4 - Very impressive,combination,636d6ce3fb3683ff33f9e514
2025-11-04 08:45:35,2025-11-04 08:49:30,IP Address,100,234,True,2025-11-04 08:49:31,R_1O99C8GtVs2KXcB,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,97,100,91,97,94,98,99,93,95,75,98,74,5 - Extremely impressive,impressive,664dfa7dc9b2a0473cacdd81
2025-11-04 08:41:36,2025-11-04 08:49:32,IP Address,100,475,True,2025-11-04 08:49:33,R_5EgBo8ueSMYVY2d,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",90,90,91,90,90,100,95,90,90,80,85,60,4 - Very impressive,impressive,67378ce8d2eaeb6bda27739e
2025-11-04 08:45:47,2025-11-04 08:49:33,IP Address,100,226,True,2025-11-04 08:49:34,R_60BDkRZz3TSPP45,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,95,100,90,90,89,85,90,91,86,91,85,5 - Extremely impressive,impressive,628eada3a9c9e0776884f27d
2025-11-04 08:47:23,2025-11-04 08:49:38,IP Address,100,135,True,2025-11-04 08:49:39,R_7CCow50bM6mMyLc,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,79,82,89,93,74,84,89,79,77,82,82,89,3 - Quite impressive,random,6361684773df215265bd139c
2025-11-04 08:44:13,2025-11-04 08:49:40,IP Address,100,327,True,2025-11-04 08:49:41,R_1q3fZc7qZXLxVS8,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,95,90,89,90,90,95,80,80,95,95,95,4 - Very impressive,impressive,60e49d8302404edb1e133168
2025-11-04 08:47:35,2025-11-04 08:49:41,IP Address,100,125,True,2025-11-04 08:49:41,R_1R88BoKratHHuPB,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,90,85,85,90,90,95,90,95,75,95,70,1 - Not very impressive,random,62a889993e01c9e01ee7066e
2025-11-04 08:45:45,2025-11-04 08:49:52,IP Address,100,247,True,2025-11-04 08:49:53,R_1DYcNjV3s3wltYt,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,90,90,90,90,90,90,90,90,90,90,90,5 - Extremely impressive,impressive,5e3581ed0082f15283413024
2025-11-04 08:46:24,2025-11-04 08:49:53,IP Address,100,208,True,2025-11-04 08:49:53,R_7PcsgiJLEOXaako,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,91,92,93,88,88,95,82,76,71,67,75,61,3 - Quite impressive,combination,570521cfde5095001018a0c8
2025-11-04 08:48:18,2025-11-04 08:49:59,IP Address,100,101,True,2025-11-04 08:50:00,R_1jm2HsjR6Exao5X,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,97,92,100,92,93,100,100,95,100,87,96,4 - Very impressive,combination,5f2bf7aa253520000bfc83b6
2025-11-04 08:45:45,2025-11-04 08:50:00,IP Address,100,255,True,2025-11-04 08:50:00,R_1co6v9VXfxTnBch,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",100,100,100,100,100,100,100,100,100,100,100,100,5 - Extremely impressive,combination,5d9a825a5a1126001c5c0b4c
2025-11-04 08:44:30,2025-11-04 08:50:01,IP Address,100,330,True,2025-11-04 08:50:01,R_1CBYdzVGxEPisWh,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,31,79,33,5 - Extremely impressive,impressive,66da38dc1d5b9365584508ca
2025-11-04 08:46:04,2025-11-04 08:50:05,IP Address,100,240,True,2025-11-04 08:50:05,R_1fwwOgbsmSFkpr9,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,50,50,49,30,50,50,50,50,50,41,31,20,4 - Very impressive,impressive,5c6ae4c31b9d0e000190bacc
2025-11-04 08:47:22,2025-11-04 08:50:14,IP Address,100,172,True,2025-11-04 08:50:15,R_5HuQef4hyGFogw1,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,80,80,80,90,95,86,80,90,80,85,71,4 - Very impressive,impressive,5a776b5aae9a0b0001a9631d
2025-11-04 08:47:06,2025-11-04 08:50:23,IP Address,100,197,True,2025-11-04 08:50:23,R_3JrdgvpGPCUAiQB,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,95,100,95,100,100,95,95,95,100,100,85,5 - Extremely impressive,impressive,66b01097e95b0626c2cd7b5c
2025-11-04 08:46:15,2025-11-04 08:50:29,IP Address,100,254,True,2025-11-04 08:50:30,R_1pWzL5dCWhvbS2O,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,78,83,85,79,80,70,83,82,66,81,76,4 - Very impressive,combination,66ace12c42d9a67100360274
